Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2015,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H30,Total equity and liabilities,Financial position,"4,978","ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,159","ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H32,Current liabilities,Financial position,"1,094","ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Dollars (millions),H33,Other liabilities,Financial position,725,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Dollars,H34,Total income per employee count,Financial ratios,"117,900","ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Dollars,H35,Surplus per employee count,Financial ratios,"8,400","ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Percentage,H36,Current ratio,Financial ratios,97,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Percentage,H37,Quick ratio,Financial ratios,92,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Percentage,H39,Return on equity,Financial ratios,6,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS112,Sport and Recreation Activities,Percentage,H41,Liabilities structure,Financial ratios,63,"ANZSIC06 groups R911, R912, and R913"
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H01,Total income,Financial performance,"3,845",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"3,796",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,13,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H07,Non-operating income,Financial performance,36,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H08,Total expenditure,Financial performance,"3,230",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H10,Indirect taxes,Financial performance,181,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H11,Depreciation,Financial performance,118,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H12,Salaries and wages paid,Financial performance,288,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,C,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H21,Opening stocks,Financial performance,11,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H22,Closing stocks,Financial performance,10,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H23,Surplus before income tax,Financial performance,615,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H24,Total assets,Financial position,"1,442",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H25,Current assets,Financial position,409,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H26,Fixed tangible assets,Financial position,961,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H27,Additions to fixed assets,Financial position,132,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H28,Disposals of fixed assets,Financial position,20,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H29,Other assets,Financial position,73,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,442",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,917,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H32,Current liabilities,Financial position,407,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars (millions),H33,Other liabilities,Financial position,118,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars,H34,Total income per employee count,Financial ratios,"446,300",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Dollars,H35,Surplus per employee count,Financial ratios,"71,300",ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Percentage,H36,Current ratio,Financial ratios,100,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Percentage,H37,Quick ratio,Financial ratios,98,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Percentage,H39,Return on equity,Financial ratios,67,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Percentage,H40,Return on total assets,Financial ratios,43,ANZSIC06 group R920
2015,Level 4,RS113,Gambling Activities,Percentage,H41,Liabilities structure,Financial ratios,64,ANZSIC06 group R920
2015,Level 3,RS21,Other Services,Dollars (millions),H01,Total income,Financial performance,"9,299","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"7,933","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,976,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H07,Non-operating income,Financial performance,390,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H08,Total expenditure,Financial performance,"8,292","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H09,Interest and donations,Financial performance,382,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H10,Indirect taxes,Financial performance,38,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H11,Depreciation,Financial performance,209,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,633","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"4,964","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H20,Non-operating expenses,Financial performance,65,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H21,Opening stocks,Financial performance,320,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H22,Closing stocks,Financial performance,334,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,021","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H24,Total assets,Financial position,"11,592","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H25,Current assets,Financial position,"4,419","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"3,017","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H27,Additions to fixed assets,Financial position,456,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,188,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H29,Other assets,Financial position,"4,155","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"11,592","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"8,172","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H32,Current liabilities,Financial position,"2,373","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars (millions),H33,Other liabilities,Financial position,"1,047","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars,H34,Total income per employee count,Financial ratios,"164,200","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Dollars,H35,Surplus per employee count,Financial ratios,"18,000","ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Percentage,H36,Current ratio,Financial ratios,186,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Percentage,H37,Quick ratio,Financial ratios,172,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Percentage,H39,Return on equity,Financial ratios,12,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 3,RS21,Other Services,Percentage,H41,Liabilities structure,Financial ratios,70,"ANZSIC06 division S (excluding classes S9540, S9601, S9602, and S9603)"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H01,Total income,Financial performance,"4,802","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"4,779","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,11,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H07,Non-operating income,Financial performance,12,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H08,Total expenditure,Financial performance,"4,452","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H09,Interest and donations,Financial performance,48,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H10,Indirect taxes,Financial performance,20,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H11,Depreciation,Financial performance,93,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,337","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,927","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H20,Non-operating expenses,Financial performance,28,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H21,Opening stocks,Financial performance,253,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H22,Closing stocks,Financial performance,264,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H23,Surplus before income tax,Financial performance,362,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H24,Total assets,Financial position,"2,294","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H25,Current assets,Financial position,"1,219","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H26,Fixed tangible assets,Financial position,747,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H27,Additions to fixed assets,Financial position,198,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H28,Disposals of fixed assets,Financial position,84,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H29,Other assets,Financial position,329,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,294","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,749,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H32,Current liabilities,Financial position,"1,023","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars (millions),H33,Other liabilities,Financial position,522,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars,H34,Total income per employee count,Financial ratios,"188,500","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Dollars,H35,Surplus per employee count,Financial ratios,"14,200","ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Percentage,H36,Current ratio,Financial ratios,119,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Percentage,H37,Quick ratio,Financial ratios,93,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Percentage,H39,Return on equity,Financial ratios,48,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Percentage,H40,Return on total assets,Financial ratios,16,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS211,Repair and Maintenance,Percentage,H41,Liabilities structure,Financial ratios,33,"ANZSIC06 groups S941, S942, and S949"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H01,Total income,Financial performance,"1,826","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"1,811","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,5,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H07,Non-operating income,Financial performance,10,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H08,Total expenditure,Financial performance,"1,630","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H09,Interest and donations,Financial performance,35,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H10,Indirect taxes,Financial performance,14,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H11,Depreciation,Financial performance,70,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,611,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,891,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H20,Non-operating expenses,Financial performance,9,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H21,Opening stocks,Financial performance,51,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H22,Closing stocks,Financial performance,52,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H23,Surplus before income tax,Financial performance,196,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H24,Total assets,Financial position,"1,349","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H25,Current assets,Financial position,379,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H26,Fixed tangible assets,Financial position,616,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H27,Additions to fixed assets,Financial position,175,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,81,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H29,Other assets,Financial position,354,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"1,349","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,429,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H32,Current liabilities,Financial position,452,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars (millions),H33,Other liabilities,Financial position,469,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars,H34,Total income per employee count,Financial ratios,"106,200","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Dollars,H35,Surplus per employee count,Financial ratios,"11,400","ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Percentage,H36,Current ratio,Financial ratios,84,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Percentage,H37,Quick ratio,Financial ratios,72,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Percentage,H39,Return on equity,Financial ratios,46,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Percentage,H40,Return on total assets,Financial ratios,14,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS212,"Personal Care, Funeral and Other Personal Services",Percentage,H41,Liabilities structure,Financial ratios,32,"ANZSIC06 groups S951, S952, and S953"
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H01,Total income,Financial performance,"2,671",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"1,343",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,960,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H07,Non-operating income,Financial performance,369,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H08,Total expenditure,Financial performance,"2,210",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H09,Interest and donations,Financial performance,299,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H10,Indirect taxes,Financial performance,4,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H11,Depreciation,Financial performance,46,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H12,Salaries and wages paid,Financial performance,685,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,146",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H20,Non-operating expenses,Financial performance,29,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H21,Opening stocks,Financial performance,16,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H22,Closing stocks,Financial performance,18,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H23,Surplus before income tax,Financial performance,463,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H24,Total assets,Financial position,"7,948",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H25,Current assets,Financial position,"2,821",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H26,Fixed tangible assets,Financial position,"1,654",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H27,Additions to fixed assets,Financial position,82,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H28,Disposals of fixed assets,Financial position,23,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H29,Other assets,Financial position,"3,473",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H30,Total equity and liabilities,Financial position,"7,948",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,994",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H32,Current liabilities,Financial position,898,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars (millions),H33,Other liabilities,Financial position,57,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars,H34,Total income per employee count,Financial ratios,"191,400",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Dollars,H35,Surplus per employee count,Financial ratios,"33,200",ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Percentage,H36,Current ratio,Financial ratios,314,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Percentage,H37,Quick ratio,Financial ratios,312,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group S955
2015,Level 4,RS214,"Civil, Professional and Other Interest Groups",Percentage,H41,Liabilities structure,Financial ratios,88,ANZSIC06 group S955
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"38,592","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"1,705","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"36,586","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,169,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,130,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"36,107","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,535,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,100,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,848,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"4,198","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,12,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"1,223","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"28,898","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,305,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 3,ZZ11,Food Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,"4,462","ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
